From;To;Type;Through;-1;-1;-1;-1;Comment
1244;1304;major_river;;-1;-1;-1;-1;Botajef to Alba
1244;1273;major_river;;-1;-1;-1;-1;Botajef to Hijado
1244;1232;major_river;;-1;-1;-1;-1;Botajef to Mepha'as Prime
1282;1273;major_river;;-1;-1;-1;-1;Tierrel to Hijado
1282;1297;major_river;;-1;-1;-1;-1;Tierrel to Celanon
1311;1297;major_river;;-1;-1;-1;-1;Junction to Celanon
1311;1334;major_river;;-1;-1;-1;-1;Junction to Sorrus
1311;1366;major_river;;-1;-1;-1;-1;Junction to Selitan
1384;1366;major_river;;-1;-1;-1;-1;Pinoora to Selitan
1282;1367;major_river;;-1;-1;-1;-1;Tierrel to Presbalin
1404;1367;major_river;;-1;-1;-1;-1;Trinovat to Presbalin
1404;1379;major_river;;-1;-1;-1;-1;Trinovat to Far Indosa
1404;1436;major_river;;-1;-1;-1;-1;Trinovat to Durgens Star
1466;1436;major_river;;-1;-1;-1;-1;Povanaria to Durgens Star
1466;1472;major_river;;-1;-1;-1;-1;Povanaria to Bronsoon
1488;1472;major_river;;-1;-1;-1;-1;Maridun to Bronsoon
1457;1472;major_river;;-1;-1;-1;-1;Xochtl to Bronsoon
1457;1481;major_river;;-1;-1;-1;-1;Xochtl to Gilvitch
1489;1481;major_river;;-1;-1;-1;-1;Arkuda to Gilvitch
1489;1449;major_river;;-1;-1;-1;-1;Arkuda to Jovan
1420;1449;major_river;;-1;-1;-1;-1;Torque to Jovan
1420;1384;major_river;;-1;-1;-1;-1;Torque to Pinoora
1420;1413;major_river;;-1;-1;-1;-1;Torque to Yavin
1460;1413;major_river;;-1;-1;-1;-1;Vaal to Yavin
1460;1449;major_river;;-1;-1;-1;-1;Vaal to Jovan
1393;1413;major_river;;-1;-1;-1;-1;Krylon to Yavin
1393;1402;major_river;;-1;-1;-1;-1;Krylon to Ladarra
1393;1384;major_river;;-1;-1;-1;-1;Krylon to Pinoora
1402;1413;major_river;;-1;-1;-1;-1;Ladarra to Yavin
1402;1375;major_river;;-1;-1;-1;-1;Ladarra to Feswe Corridor
1375;1311;major_river;;-1;-1;-1;-1;Feswe Corridor to Junction
1375;1334;major_river;;-1;-1;-1;-1;Feswe Corridor to Sorrus
1711;1568;major_river;;-1;-1;-1;-1;Columex to Lucazec
1546;1568;major_river;;-1;-1;-1;-1;Vjun to Lucazec
1546;1539;major_river;;-1;-1;-1;-1;Vjun to Gala
1368;1539;major_river;;-1;-1;-1;-1;Phindar to Gala
1218;1232;major_river;;-1;-1;-1;-1;Harloen to Mepha'as Prime
1218;1197;major_river;;-1;-1;-1;-1;Harloen to Bandomeer
1172;1197;major_river;;-1;-1;-1;-1;Wrodi to Bandomeer
1172;1097;major_river;;-1;-1;-1;-1;Wrodi to Jebble
1034;1097;major_river;;-1;-1;-1;-1;Skoruppon to Jebble
1034;0938;major_river;;-1;-1;-1;-1;Skoruppon to Corsin
0841;0938;major_river;;-1;-1;-1;-1;Adin to Corsin
0841;0808;major_river;;-1;-1;-1;-1;Adin to Draria
0768;0808;major_river;;-1;-1;-1;-1;Kidriff to Draria
0768;0748;major_river;;-1;-1;-1;-1;Kidriff to Bogden
0720;0748;major_river;;-1;-1;-1;-1;Paqualis to Bogden
0720;0703;major_river;;-1;-1;-1;-1;Paqualis to Per Lupelo
0689;0703;major_river;;-1;-1;-1;-1;Drearia to Per Lupelo
0689;0675;major_river;;-1;-1;-1;-1;Drearia to Champala
0636;0675;major_river;;-1;-1;-1;-1;Nierport to Champala
0636;0624;major_river;;-1;-1;-1;-1;Nierport to Uviuy Exen 
1793;0892;major_river;;-1;-1;-1;-1;Jerrist to Zygeria
1848;0892;major_river;;-1;-1;-1;-1;Oslumpex to Zygeria
1489;1502;major_river;;-1;-1;-1;-1;Arkuda to Korphir
1317;1351;major_river;;-1;-1;-1;-1;Thaere to New Cov
1386;1351;major_river;;-1;-1;-1;-1;Doldur to New Cov
1317;1346;major_river;;-1;-1;-1;-1;Thaere to Kalarba
1386;1346;major_river;;-1;-1;-1;-1;Doldur to Kalarba
1326;1346;major_river;;-1;-1;-1;-1;Triffis to Kalarba
1326;1327;major_river;;-1;-1;-1;-1;Triffis to Bannistar Station
1236;1327;major_river;;-1;-1;-1;-1;Enarc to Bannistar Station
1236;1223;major_river;;-1;-1;-1;-1;Enarc to Naboo
1236;1175;major_river;;-1;-1;-1;-1;Enarc to Alui
1236;1316;major_river;;-1;-1;-1;-1;Enarc to Ryndellia
1363;1316;major_river;;-1;-1;-1;-1;Farstine to Ryndellia
1363;1464;major_river;;-1;-1;-1;-1;Farstine to Zhar
1223;1230;major_river;;-1;-1;-1;-1;Naboo to Alassa Major
1210;1230;major_river;;-1;-1;-1;-1;Kalinda to Alassa Major
1210;1167;major_river;;-1;-1;-1;-1;Kalinda to Nigel
1147;1167;major_river;;-1;-1;-1;-1;Roldalna to Nigel
1147;1087;major_river;;-1;-1;-1;-1;Roldalna to Ropagi
1086;1087;major_river;;-1;-1;-1;-1;Kira to Ropagi
1086;1085;major_river;;-1;-1;-1;-1;Kira to Lazerian
1021;1085;major_river;;-1;-1;-1;-1;Arrgaw to Lazerian
1022;1087;major_river;;-1;-1;-1;-1;Pax to Ropagi
1021;1022;major_river;;-1;-1;-1;-1;Arrgaw to Pax
1021;1032;major_river;;-1;-1;-1;-1;Arrgaw to Ramordia
1053;1032;major_river;;-1;-1;-1;-1;Majoor to Ramordia
1053;1038;major_river;;-1;-1;-1;-1;Majoor to Ragith
1047;1038;major_river;;-1;-1;-1;-1;Gacerian to Ragith
1047;1061;major_river;;-1;-1;-1;-1;Gacerian to Baroli
1068;1061;major_river;;-1;-1;-1;-1;Shibric to Baroli
1068;1065;major_river;;-1;-1;-1;-1;Shibric to Babbadod
1060;1065;major_river;;-1;-1;-1;-1;Chardaan to Babbadod
1060;1052;major_river;;-1;-1;-1;-1;Chardaan to Ronyards
1051;1052;major_river;;-1;-1;-1;-1;Sagar to Ronyards
1051;1025;major_river;;-1;-1;-1;-1;Sagar to Denon
1021;0949;major_river;;-1;-1;-1;-1;Arrgaw to Jurzan
0863;0949;major_river;;-1;-1;-1;-1;Lohopa to Jurzan
0863;0743;major_river;;-1;-1;-1;-1;Lohopa to Droecil
0716;0743;major_river;;-1;-1;-1;-1;Wroona to Droecil
0753;0819;major_river;;-1;-1;-1;-1;Foless to Las Lagon
0859;0819;major_river;;-1;-1;-1;-1;Affa to Las Lagon
0859;0945;major_river;;-1;-1;-1;-1;Affa to Atzerri
1060;0945;major_river;;-1;-1;-1;-1;Chardaan to Atzerri
1060;1145;major_river;;-1;-1;-1;-1;Chardaan to Tynna
1183;1145;major_river;;-1;-1;-1;-1;Allateen to Tynna
1246;1270;major_river;;-1;-1;-1;-1;Gamor to Meren
1274;1270;major_river;;-1;-1;-1;-1;Milagro to Meren
1281;1270;major_river;;-1;-1;-1;-1;Aridus to Meren
1281;1341;major_river;;-1;-1;-1;-1;Aridus to Charra
0817;0900;major_river;;-1;-1;-1;-1;Fedalle to Raxxa
0929;0900;major_river;;-1;-1;-1;-1;Kuat to Raxxa
0953;0900;major_river;;-1;-1;-1;-1;Balmorra to Raxxa
0953;0929;major_river;;-1;-1;-1;-1;Balmorra to Kuat
0929;0954;major_river;;-1;-1;-1;-1;Kuat to Neimoidia
0953;0954;major_river;;-1;-1;-1;-1;Balmorra to Neimoidia
0977;0954;major_river;;-1;-1;-1;-1;Foundry to Neimoidia
0977;1055;major_river;;-1;-1;-1;-1;Foundry to Commenor
0891;0957;major_river;;-1;-1;-1;-1;Trellen to Humbarine
1055;0957;major_river;;-1;-1;-1;-1;Commenor to Humbarine
1055;1024;major_river;;-1;-1;-1;-1;Commenor to Damoria
1006;1024;major_river;;-1;-1;-1;-1;Chorax to Damoria
1006;1007;major_river;;-1;-1;-1;-1;Chorax to Vladet
1000;1007;major_river;;-1;-1;-1;-1;Cato Neimoida to Vladet
1000;1028;major_river;;-1;-1;-1;-1;Cato Neimoida to Hensara
1031;1028;major_river;;-1;-1;-1;-1;Talamajor_river to Hensara
1031;1063;major_river;;-1;-1;-1;-1;Talamajor_river to Lankashiir
1059;1063;major_river;;-1;-1;-1;-1;Quellor to Lankashiir
1059;0964;major_river;;-1;-1;-1;-1;Quellor to Exodeen
1055;0985;major_river;;-1;-1;-1;-1;Commenor to Uquine
0942;0985;major_river;;-1;-1;-1;-1;Kattada to Uquine
0942;0910;major_river;;-1;-1;-1;-1;Kattada to Parkis
0825;0910;major_river;;-1;-1;-1;-1;Kant to Parkis
0825;0791;major_river;;-1;-1;-1;-1;Kant to Alderaan
0774;0791;major_river;;-1;-1;-1;-1;Caamas to Alderaan
0774;0749;major_river;;-1;-1;-1;-1;Caamas to Korfo
0711;0749;major_river;;-1;-1;-1;-1;Tepasi to Korfo
1055;1171;major_river;;-1;-1;-1;-1;Commenor to Rasterous
1267;1171;major_river;;-1;-1;-1;-1;Zeltros to Rasterous
1267;1299;major_river;;-1;-1;-1;-1;Zeltros to Virujansi
1344;1299;major_river;;-1;-1;-1;-1;Umbara to Virujansi
1344;1398;major_river;;-1;-1;-1;-1;Umbara to Quas Killam
1429;1398;major_river;;-1;-1;-1;-1;Torn Station to Quas Killam
1429;1441;major_river;;-1;-1;-1;-1;Torn Station to Kashyyyk
1267;1294;major_river;;-1;-1;-1;-1;Zeltros to Merson
1293;1294;major_river;;-1;-1;-1;-1;Taboon to Merson
1293;1302;major_river;;-1;-1;-1;-1;Taboon to Ambria
1267;1250;major_river;;-1;-1;-1;-1;Zeltros to Lorell
1344;1250;major_river;;-1;-1;-1;-1;Umbara to Lorell
0135;1250;major_river;2267;-1;-1;-1;-1;Andalia to Lorell
0135;0152;major_river;2267;-1;-1;-1;-1;Andalia to Maires
0163;0152;major_river;2267;-1;-1;-1;-1;Vergill to Maires
0163;0177;major_river;2267;-1;-1;-1;-1;Vergill to Relephon
0163;0202;major_river;2267;-1;-1;-1;-1;Vergill to Febrini
0205;0202;major_river;2267;-1;-1;-1;-1;Terephon to Febrini
1258;0177;major_river;2267;-1;-1;-1;-1;Hapes to Relephon
1258;0202;major_river;2267;-1;-1;-1;-1;Hapes to Febrini
0205;0227;major_river;2267;-1;-1;-1;-1;Terephon to Nantuker
0177;0227;major_river;2267;-1;-1;-1;-1;Relephon to Nantuker
0205;1265;major_river;2267;-1;-1;-1;-1;Terephon to Shedu Maad
1263;1265;major_river;;-1;-1;-1;-1;Taanab to Shedu Maad
1411;1441;major_river;;-1;-1;-1;-1;Uyter to Kashyyyk
1411;1414;major_river;;-1;-1;-1;-1;Uyter to Phaseera
1411;1443;major_river;;-1;-1;-1;-1;Uyter to Togoria
1627;1443;major_river;;-1;-1;-1;-1;Charros to Togoria
1627;1569;major_river;;-1;-1;-1;-1;Charros to Balamak
1390;1414;major_river;;-1;-1;-1;-1;Lantillies to Phaseera
1411;1380;major_river;;-1;-1;-1;-1;Uyter to Nazzri
1336;1380;major_river;;-1;-1;-1;-1;Vena to Nazzri
1336;1328;major_river;;-1;-1;-1;-1;Vena to Porus Vida
1301;1328;major_river;;-1;-1;-1;-1;Onderon to Porus Vida
1301;1302;major_river;;-1;-1;-1;-1;Onderon to Ambria
1569;1441;major_river;;-1;-1;-1;-1;Balamak to Kashyyyk
1274;1247;major_river;;-1;-1;-1;-1;Milagro to Nivek
1241;1247;major_river;;-1;-1;-1;-1;Sika to Nivek
1241;1239;major_river;;-1;-1;-1;-1;Sika to Coonee
1225;1239;major_river;;-1;-1;-1;-1;Krann to Coonee
1225;1217;major_river;;-1;-1;-1;-1;Krann to Momansi
1185;1217;major_river;;-1;-1;-1;-1;Brevost to Momansi
1185;1155;major_river;;-1;-1;-1;-1;Brevost to Cerenia
1085;1155;major_river;;-1;-1;-1;-1;Lazerian to Cerenia
1115;1175;major_river;;-1;-1;-1;-1;Verdanth to Alui
1115;1016;major_river;;-1;-1;-1;-1;Verdanth to Sanrafsix
0966;1016;major_river;;-1;-1;-1;-1;Jutrand to Sanrafsix 
0966;0932;major_river;;-1;-1;-1;-1;Jutrand to Darknell
0950;0932;major_river;;-1;-1;-1;-1;Aquilaris to Darknell
0950;0959;major_river;;-1;-1;-1;-1;Aquilaris to Chryya
0989;0959;major_river;;-1;-1;-1;-1;Malastare to Chryya
0989;1005;major_river;;-1;-1;-1;-1;Malastare to ZeHeth
1022;1005;major_river;;-1;-1;-1;-1;Pax to ZeHeth
0926;0932;major_river;;-1;-1;-1;-1;Tanta Aurek to Darknell
0926;0917;major_river;;-1;-1;-1;-1;Tanta Aurek to Cmaol Di
0441;0917;major_river;;-1;-1;-1;-1;Todouhar to Cmaol Di
0834;0441;major_river;;-1;-1;-1;-1;Eriadu to Todouhar
0834;0818;major_river;;-1;-1;-1;-1;Eriadu to Averam
0692;0818;major_river;;-1;-1;-1;-1;Shumavar to Averam
0692;0653;major_river;;-1;-1;-1;-1;Shumavar to Atravis
0570;0653;major_river;;-1;-1;-1;-1;Tosste to Atravis
0570;0502;major_river;;-1;-1;-1;-1;Tosste to Rutan
0404;0502;major_river;;-1;-1;-1;-1;Fwatna to Rutan
0877;0868;major_river;;-1;-1;-1;-1;Kal'Shebbol to Pergitor
0867;0868;major_river;;-1;-1;-1;-1;Karideph to Pergitor
0867;0860;major_river;;-1;-1;-1;-1;Karideph to Adarlon
0871;0860;major_river;;-1;-1;-1;-1;Tarabba to Adarlon
0871;0839;major_river;;-1;-1;-1;-1;Tarabba to Denab
0881;0839;major_river;;-1;-1;-1;-1;Sluis Van to Denab
0881;0883;major_river;;-1;-1;-1;-1;Sluis Van to Praesitlyn
0856;0883;major_river;;-1;-1;-1;-1;Triton to Praesitlyn
0856;0852;major_river;;-1;-1;-1;-1;Triton to Clak'dor
0834;0852;major_river;;-1;-1;-1;-1;Eriadu to Clak'dor
0834;0456;major_river;;-1;-1;-1;-1;Eriadu to Agomar
0456;0455;major_river;;-1;-1;-1;-1;Agomar to Parwa
0455;0851;major_river;;-1;-1;-1;-1;Parwa to Sullust
0838;0851;major_river;;-1;-1;-1;-1;Tshindral to Sullust
0838;0837;major_river;;-1;-1;-1;-1;Tshindral to Medth
0823;0837;major_river;;-1;-1;-1;-1;Vondarc to Medth
0823;0814;major_river;;-1;-1;-1;-1;Vondarc to Lanthe
0813;0814;major_river;;-1;-1;-1;-1;Alakatha to Lanthe
0813;0798;major_river;;-1;-1;-1;-1;Alakatha to Daeman
0780;0798;major_river;;-1;-1;-1;-1;Woostri to Daeman
0780;0766;major_river;;-1;-1;-1;-1;Woostri to Vandelhelm
0744;0766;major_river;;-1;-1;-1;-1;Tregillis to Vandelhelm
1022;0939;major_river;;-1;-1;-1;-1;Pax to Opiteihr
0899;0939;major_river;;-1;-1;-1;-1;Vogel to Opiteihr
0899;0823;major_river;;-1;-1;-1;-1;Vogel to Vondarc
0550;0587;major_river;;-1;-1;-1;-1;Dolla to Belsavis
0550;0592;major_river;;-1;-1;-1;-1;Dolla to Karfeddion
0587;0592;major_river;;-1;-1;-1;-1;Belsavis to Karfeddion
0550;0330;major_river;;-1;-1;-1;-1;Dolla to Nothoiin
0550;0834;major_river;;-1;-1;-1;-1;Dolla to Eriadu
0550;0545;major_river;;-1;-1;-1;-1;Dolla to Velga
0592;0545;major_river;;-1;-1;-1;-1;Karfeddion to Velga
0592;0521;major_river;;-1;-1;-1;-1;Karfeddion to Ogem
0521;0545;major_river;;-1;-1;-1;-1;Ogem to Velga
0521;0519;major_river;;-1;-1;-1;-1;Ogem to Cyphar
0473;0519;major_river;;-1;-1;-1;-1;Feenix to Cyphar
0473;0440;major_river;;-1;-1;-1;-1;Feenix to Miztoc
0359;0440;major_river;;-1;-1;-1;-1;Kriselist to Miztoc
0300;0630;major_river;;-1;-1;-1;-1;Isde Naha to Kelrodo-Ai
0340;0630;major_river;;-1;-1;-1;-1;Polmanar to Kelrodo-Ai
0799;0630;major_river;;-1;-1;-1;-1;Dorvalla to Kelrodo-Ai
0834;0799;major_river;;-1;-1;-1;-1;Eriadu to Dorvalla
0834;0816;major_river;;-1;-1;-1;-1;Eriadu to Bortras
0694;0816;major_river;;-1;-1;-1;-1;Eiattu to Bortras
0694;0592;major_river;;-1;-1;-1;-1;Eiattu to Karfeddion
1487;1435;major_river;;-1;-1;-1;-1;Socorro to Bahalian
1428;1435;major_river;;-1;-1;-1;-1;Andalasa to Bahalian
1428;1412;major_river;;-1;-1;-1;-1;Andalasa to Reuss
1378;1412;major_river;;-1;-1;-1;-1;Spice Terminus to Reuss
1378;1447;major_river;;-1;-1;-1;-1;Spice Terminus to Skynara
1378;1314;major_river;;-1;-1;-1;-1;Spice Terminus to Elshandruu Pica
1378;1315;major_river;;-1;-1;-1;-1;Spice Terminus to Suarbi
1315;1314;major_river;;-1;-1;-1;-1;Suarbi to Elshandruu Pica
1315;1261;major_river;;-1;-1;-1;-1;Suarbi to Svivren
1300;1314;major_river;;-1;-1;-1;-1;Vohai to Elshandruu Pica
1300;1372;major_river;;-1;-1;-1;-1;Vohai to Bajic
1382;1372;major_river;;-1;-1;-1;-1;Vergesso to Bajic
1382;0329;major_river;;-1;-1;-1;-1;Vergesso to Talofan
0329;1342;major_river;;-1;-1;-1;-1;Talofan to Stend
1355;1342;major_river;;-1;-1;-1;-1;Trigalis to Stend
1355;1365;major_river;;-1;-1;-1;-1;Trigalis to Ninzam
1363;1365;major_river;;-1;-1;-1;-1;Farstine to Ninzam
1016;1010;major_river;;-1;-1;-1;-1;Sanrafsix to Syned
1027;1010;major_river;;-1;-1;-1;-1;Omwat to Syned
1027;1039;major_river;;-1;-1;-1;-1;Omwat to Kabal
0856;1039;major_river;;-1;-1;-1;-1;Triton to Kabal
1141;1039;major_river;;-1;-1;-1;-1;Sharlissia to Kabal
1079;1039;major_river;;-1;-1;-1;-1;Dravian Station to Kabal
1079;1037;major_river;;-1;-1;-1;-1;Dravian Station to Sevarcos
1102;1037;major_river;;-1;-1;-1;-1;Kirdo to Sevarcos
1102;1116;major_river;;-1;-1;-1;-1;Kirdo to Ma'ar Shaddam
1117;1116;major_river;;-1;-1;-1;-1;Cotellier to Ma'ar Shaddam
1692;1706;major_river;;-1;-1;-1;-1;Piroket to Koiogra
1806;1706;major_river;;-1;-1;-1;-1;Molavar to Koiogra
1806;1907;major_river;;-1;-1;-1;-1;Molavar to Lyran
1958;1907;major_river;;-1;-1;-1;-1;Gamorr to Lyran
1958;1951;major_river;;-1;-1;-1;-1;Gamorr to Arami
1968;1951;major_river;;-1;-1;-1;-1;Syvris to Arami
1968;1998;major_river;;-1;-1;-1;-1;Syvris to Dubrava
2008;1998;major_river;;-1;-1;-1;-1;Barab to Dubrava
2008;2017;major_river;;-1;-1;-1;-1;Barab to Clantaano
2020;2017;major_river;;-1;-1;-1;-1;Dilbara to Clantaano
2020;2019;major_river;;-1;-1;-1;-1;Dilbara to Rampa Minor
2012;2019;major_river;;-1;-1;-1;-1;Teth to Rampa Minor
2040;2012;major_river;;-1;-1;-1;-1;Aduba to Teth
2040;2021;major_river;;-1;-1;-1;-1;Aduba to Bheriz
2004;2021;major_river;;-1;-1;-1;-1;Formos to Bheriz
2004;1953;major_river;;-1;-1;-1;-1;Formos to Kessel
2004;1982;major_river;;-1;-1;-1;-1;Formos to Kubindi
1973;1982;major_river;;-1;-1;-1;-1;Norval to Kubindi
1973;1976;major_river;;-1;-1;-1;-1;Norval to Gestrex
1974;1976;major_river;;-1;-1;-1;-1;Kegen to Gestrex
1974;1920;major_river;;-1;-1;-1;-1;Kegen to Tammar
1922;1920;major_river;;-1;-1;-1;-1;Junkfort Station to Tammar
1902;1920;major_river;;-1;-1;-1;-1;Af'El to Tammar
1902;1922;major_river;;-1;-1;-1;-1;Af'El to Junkfort Station
1922;1894;major_river;;-1;-1;-1;-1;Junkfort Station to Dennogra 
1870;1894;major_river;;-1;-1;-1;-1;Taskeed to Dennogra
1870;1854;major_river;;-1;-1;-1;-1;Taskeed to Jabiim
1821;1854;major_river;;-1;-1;-1;-1;Handooine to Jabiim
1821;1752;major_river;;-1;-1;-1;-1;Handooine to Sy Mirth
1678;1752;major_river;;-1;-1;-1;-1;Centares to Sy Mirth
1712;1752;major_river;;-1;-1;-1;-1;Trogan to Sy Mirth
1712;1718;major_river;;-1;-1;-1;-1;Trogan to Belderone
1711;1718;major_river;;-1;-1;-1;-1;Columex to Belderone
1762;1770;major_river;;-1;-1;-1;-1;Arcan to Janilis
1800;1770;major_river;;-1;-1;-1;-1;Chandaar to Janilis
1800;1790;major_river;;-1;-1;-1;-1;Chandaar to Oor
1807;1790;major_river;;-1;-1;-1;-1;Soruus to Oor
1807;1841;major_river;;-1;-1;-1;-1;Soruus to Arramanx
1831;1841;major_river;;-1;-1;-1;-1;Kismaano to Arramanx
1831;1813;major_river;;-1;-1;-1;-1;Kismaano to Cadinth
1766;1799;major_river;;-1;-1;-1;-1;Lianna to Spinax
1813;1799;major_river;;-1;-1;-1;-1;Cadinth to Spinax
1813;1845;major_river;;-1;-1;-1;-1;Cadinth to Desargorr
1862;1845;major_river;;-1;-1;-1;-1;Voss to Desargorr
1862;1882;major_river;;-1;-1;-1;-1;Voss to Jaminere
1849;1882;major_river;;-1;-1;-1;-1;Corlax to Jaminere
1849;1840;major_river;;-1;-1;-1;-1;Corlax to Omman
1824;1840;major_river;;-1;-1;-1;-1;Folende to Omman
1824;1802;major_river;;-1;-1;-1;-1;Folende to Desevro
1841;1885;major_river;;-1;-1;-1;-1;Arramanx to Derellium
1887;1885;major_river;;-1;-1;-1;-1;Panna to Derellium
1887;1901;major_river;;-1;-1;-1;-1;Panna to Corlass
1882;1901;major_river;;-1;-1;-1;-1;Jaminere to Corlass
1903;1885;major_river;;-1;-1;-1;-1;Eibon to Derellium
1903;1914;major_river;;-1;-1;-1;-1;Eibon to Algor
1921;1914;major_river;;-1;-1;-1;-1;Saheelindeel to Algor
1766;1756;major_river;;-1;-1;-1;-1;Lianna to Thanium
1739;1756;major_river;;-1;-1;-1;-1;Tharkos to Thanium
1739;1710;major_river;;-1;-1;-1;-1;Tharkos to Tandankin
1633;1710;major_river;;-1;-1;-1;-1;Stenos to Tandankin
1633;1629;major_river;;-1;-1;-1;-1;Stenos to Korriban
1633;1606;major_river;;-1;-1;-1;-1;Stenos to Spintir
1594;1606;major_river;;-1;-1;-1;-1;Pygorix to Spintir
1594;1580;major_river;;-1;-1;-1;-1;Pygorix to Feldwes
1560;1580;major_river;;-1;-1;-1;-1;Arda to Feldwes
1560;1559;major_river;;-1;-1;-1;-1;Arda to Capella
1561;1559;major_river;;-1;-1;-1;-1;Little Capella to Capella
1560;1553;major_river;;-1;-1;-1;-1;Arda to Kalishik
1557;1553;major_river;;-1;-1;-1;-1;Feena to Kalishik
1557;1549;major_river;;-1;-1;-1;-1;Feena to B'trilla
1544;1549;major_river;;-1;-1;-1;-1;Chenowei to B'trilla
1544;1551;major_river;;-1;-1;-1;-1;Chenowei to Elamposnia
1544;1531;major_river;;-1;-1;-1;-1;Chenowei to Atorra
1523;1531;major_river;;-1;-1;-1;-1;Troos to Atorra
1557;1538;major_river;;-1;-1;-1;-1;Feena to Barison
1518;1538;major_river;;-1;-1;-1;-1;Usta to Barison
1518;1515;major_river;;-1;-1;-1;-1;Usta to The Cometwash
1502;1515;major_river;;-1;-1;-1;-1;Korphir to The Cometwash
1460;1465;major_river;;-1;-1;-1;-1;Vaal to Glade
1493;1465;major_river;;-1;-1;-1;-1;Wetyin's Colony to Glade
1402;1426;major_river;;-1;-1;-1;-1;Ladarra to Marrovia
1440;1426;major_river;;-1;-1;-1;-1;Kli'aar to Marrovia
1440;1456;major_river;;-1;-1;-1;-1;Kli'aar to Betshish
1475;1456;major_river;;-1;-1;-1;-1;Mannova to Betshish
1452;1456;major_river;;-1;-1;-1;-1;Mogoshyn to Betshish
1452;1463;major_river;;-1;-1;-1;-1;Mogoshyn to Kushibah
1616;1629;major_river;;-1;-1;-1;-1;Nicht Ka to Korriban
1636;1629;major_river;;-1;-1;-1;-1;Bosthirda to Korriban
1688;1629;major_river;;-1;-1;-1;-1;Rhelg to Korriban
1636;1656;major_river;;-1;-1;-1;-1;Bosthirda to Dromund Kaas
1670;1656;major_river;;-1;-1;-1;-1;Jaguada to Dromund Kaas
1670;1700;major_river;;-1;-1;-1;-1;Jaguada to Khar Delba
1688;1700;major_river;;-1;-1;-1;-1;Rhelg to Khar Delba
1687;1700;major_river;;-1;-1;-1;-1;Krayiss to Khar Delba
1687;1650;major_river;;-1;-1;-1;-1;Krayiss to Ch'hodos
1670;1650;major_river;;-1;-1;-1;-1;Jaguada to Ch'hodos
1628;1650;major_river;;-1;-1;-1;-1;Ziost to Ch'hodos
1628;1616;major_river;;-1;-1;-1;-1;Ziost to Nicht Ka
1628;1624;major_river;;-1;-1;-1;-1;Ziost to Athiss
1614;1624;major_river;;-1;-1;-1;-1;Korriz to Athiss
1677;1624;major_river;;-1;-1;-1;-1;Svolten to Athiss
1677;1664;major_river;;-1;-1;-1;-1;Svolten to Bhargebba
1684;1664;major_river;;-1;-1;-1;-1;Nfolgai to Bhargebba
1557;1590;major_river;;-1;-1;-1;-1;Feena to Corbos
1590;1629;major_river;;-1;-1;-1;-1;Corbos to Korriban
1670;1625;major_river;;-1;-1;-1;-1;Jaguada to Begeren
1922;1850;major_river;;-1;-1;-1;-1;Junkfort Station to Boonta
1767;1850;major_river;;-1;-1;-1;-1;Pusat Station to Boonta
1767;1759;major_river;;-1;-1;-1;-1;Pusat Station to Peg Shar
1727;1759;major_river;;-1;-1;-1;-1;Bimmisaari to Peg Shar
1727;1627;major_river;;-1;-1;-1;-1;Bimmisaari to Charros
1776;1850;major_river;;-1;-1;-1;-1;Kile to Boonta
1776;1752;major_river;;-1;-1;-1;-1;Kile to Sy Mirth
1873;1850;major_river;;-1;-1;-1;-1;Lant to Boonta
1886;1850;major_river;;-1;-1;-1;-1;Sriluur to Boonta
1886;1897;major_river;;-1;-1;-1;-1;Sriluur to Ques
1886;1902;major_river;;-1;-1;-1;-1;Sriluur to Af'El
1902;1897;major_river;;-1;-1;-1;-1;Af'El to Ques
1917;1897;major_river;;-1;-1;-1;-1;Yoribuunt to Ques
1917;1905;major_river;;-1;-1;-1;-1;Yoribuunt to Nimia
1888;1905;major_river;;-1;-1;-1;-1;Klatooine to Nimia
1888;1897;major_river;;-1;-1;-1;-1;Klatooine to Ques
1873;1859;major_river;;-1;-1;-1;-1;Lant to Dirha
1886;1859;major_river;;-1;-1;-1;-1;Sriluur to Dirha
1888;1880;major_river;;-1;-1;-1;-1;Klatooine to Sleheyron
1808;1880;major_river;;-1;-1;-1;-1;Nimban to Sleheyron
1808;1817;major_river;;-1;-1;-1;-1;Nimban to Sionia
1832;1817;major_river;;-1;-1;-1;-1;Cyborrea to Sionia
1832;1859;major_river;;-1;-1;-1;-1;Cyborrea to Dirha
1892;1905;major_river;;-1;-1;-1;-1;Kafane to Nimia
1917;1965;major_river;;-1;-1;-1;-1;Yoribuunt to Delacrix
1974;1965;major_river;;-1;-1;-1;-1;Kegen to Delacrix
1915;1880;major_river;;-1;-1;-1;-1;Ulmatra to Sleheyron
1915;2004;major_river;;-1;-1;-1;-1;Ulmatra to Formos
1915;1892;major_river;;-1;-1;-1;-1;Ulmatra to Kafane
0034;0043;major_river;;-1;-1;-1;-1;Csilla to Jamiron
0034;0045;major_river;;-1;-1;-1;-1;Csilla to Rentor
0045;0043;major_river;;-1;-1;-1;-1;Rentor to Jamiron
1297;1176;major_river;;-1;-1;-1;-1;Celanon to Axxila
1256;1176;major_river;;-1;-1;-1;-1;Vandyne to Axxila
1256;1272;major_river;;-1;-1;-1;-1;Vandyne to Camden
1286;1272;major_river;;-1;-1;-1;-1;Edusa to Camden
