province;red;green;blue;x;x
932;204;84;49;Province0932;x
933;249;146;35;Province0933;x
934;67;160;15;Province0934;x
935;240;75;47;Province0935;x
936;233;252;101;Province0936;x
937;239;221;40;Province0937;x
938;224;81;83;Province0938;x
939;162;109;55;Province0939;x
940;246;199;87;Province0940;x
941;146;174;124;Province0941;x
942;164;234;59;Province0942;x
943;148;0;35;Province0943;x
944;168;234;108;Province0944;x
945;114;235;98;Province0945;x
946;177;49;118;Province0946;x
947;157;108;21;Province0947;x
948;99;130;29;Province0948;x
949;236;55;109;Province0949;x
950;67;248;5;Province0950;x
951;223;6;19;Province0951;x
952;140;206;124;Province0952;x
953;154;54;82;Province0953;x
954;252;231;52;Province0954;x
955;171;164;2;Province0955;x
956;128;71;27;Province0956;x
957;244;90;27;Province0957;x
958;233;3;56;Province0958;x
959;73;60;100;Province0959;x
960;129;95;65;Province0960;x
961;243;150;53;Province0961;x
962;147;96;108;Province0962;x
963;211;140;31;Province0963;x
964;249;170;94;Province0964;x
965;237;206;15;Province0965;x
966;176;224;76;Province0966;x
967;140;218;90;Province0967;x
968;217;95;107;Province0968;x
969;108;72;36;Province0969;x
970;199;33;26;Province0970;x
971;77;129;102;Province0971;x
972;170;189;6;Province0972;x
973;204;16;86;Province0973;x
974;168;217;105;Province0974;x
975;181;58;52;Province0975;x
976;246;223;14;Province0976;x
977;218;221;1;Province0977;x
978;174;11;39;Province0978;x
979;119;18;40;Province0979;x
980;124;192;13;Province0980;x
981;242;212;21;Province0981;x
982;151;11;5;Province0982;x
983;112;43;14;Province0983;x
984;252;212;105;Province0984;x
985;193;78;84;Province0985;x
986;168;54;92;Province0986;x
987;94;190;105;Province0987;x
988;94;155;126;Province0988;x
989;176;245;30;Province0989;x
990;238;160;76;Province0990;x
991;64;42;94;Province0991;x
992;124;226;96;Province0992;x
993;126;74;69;Province0993;x
994;171;99;42;Province0994;x
995;247;102;25;Province0995;x
996;239;0;107;Province0996;x
997;180;23;50;Province0997;x
998;116;104;66;Province0998;x
999;138;174;125;Province0999;x
1000;228;111;124;Province1000;x
1001;228;86;85;Province1001;x
1002;245;162;46;Province1002;x
1003;182;244;8;Province1003;x
1004;251;119;4;Province1004;x
1005;162;161;46;Province1005;x
1006;105;126;5;Province1006;x
1007;69;101;64;Province1007;x
1008;190;66;20;Province1008;x
1009;75;104;59;Province1009;x
1010;225;14;38;Province1010;x
1011;133;28;90;Province1011;x
1012;227;198;5;Province1012;x
1013;142;3;29;Province1013;x
1014;121;30;97;Province1014;x
1015;160;46;95;Province1015;x
1016;169;89;38;Province1016;x
1017;82;4;104;Province1017;x
1018;249;181;82;Province1018;x
1019;103;32;32;Province1019;x
1020;132;94;34;Province1020;x
1021;88;50;39;Province1021;x
1022;173;205;104;Province1022;x
1023;128;13;7;Province1023;x
1024;186;177;62;Province1024;x
1025;215;10;56;Province1025;x
1026;158;52;56;Province1026;x
1027;229;7;3;Province1027;x
1028;153;196;55;Province1028;x
1029;171;235;24;Province1029;x
1030;81;117;114;Province1030;x
1031;223;117;99;Province1031;x
1032;216;34;65;Province1032;x
1033;231;188;21;Province1033;x
1034;126;118;28;Province1034;x
1035;238;178;13;Province1035;x
1036;63;55;79;Province1036;x
1037;179;44;56;Province1037;x
1038;206;25;118;Province1038;x
1039;177;164;96;Province1039;x
1040;146;154;39;Province1040;x
1041;175;175;101;Province1041;x
1042;79;168;76;Province1042;x
1043;125;172;26;Province1043;x
1044;181;234;125;Province1044;x
1045;137;213;109;Province1045;x
1046;223;64;112;Province1046;x
1047;76;234;40;Province1047;x
1048;96;89;72;Province1048;x
1049;153;166;65;Province1049;x
1050;159;105;102;Province1050;x
1051;171;186;72;Province1051;x
1052;245;167;81;Province1052;x
1053;190;143;36;Province1053;x
1054;126;76;124;Province1054;x
1055;151;20;84;Province1055;x
1056;137;227;10;Province1056;x
1057;133;140;117;Province1057;x
1058;110;160;97;Province1058;x
1059;67;125;60;Province1059;x
1060;204;170;46;Province1060;x
1061;146;64;43;Province1061;x
1062;194;59;13;Province1062;x
1063;209;95;44;Province1063;x
1064;159;224;63;Province1064;x
1065;218;22;52;Province1065;x
1066;92;167;81;Province1066;x
1067;137;156;64;Province1067;x
1068;105;7;4;Province1068;x
1069;116;184;88;Province1069;x
1070;193;164;56;Province1070;x
1071;226;160;10;Province1071;x
1072;187;31;93;Province1072;x
1073;145;177;27;Province1073;x
1074;152;145;106;Province1074;x
1075;105;105;93;Province1075;x
1076;135;247;118;Province1076;x
1077;252;116;71;Province1077;x
1078;193;230;68;Province1078;x
1079;219;144;26;Province1079;x
1080;76;90;10;Province1080;x
1081;69;212;56;Province1081;x
1082;179;212;121;Province1082;x
1083;245;214;49;Province1083;x
1084;165;213;55;Province1084;x
1085;135;122;87;Province1085;x
1086;99;211;25;Province1086;x
1087;253;85;62;Province1087;x
1088;118;157;102;Province1088;x
1089;147;212;7;Province1089;x
1090;163;154;20;Province1090;x
1091;230;62;98;Province1091;x
1092;169;155;77;Province1092;x
1093;145;208;125;Province1093;x
1094;207;88;12;Province1094;x
1095;148;213;20;Province1095;x
1096;74;68;104;Province1096;x
1097;120;201;38;Province1097;x
1098;193;107;120;Province1098;x
1099;71;90;53;Province1099;x
1100;191;65;101;Province1100;x
1101;97;253;57;Province1101;x
1102;137;224;123;Province1102;x
1103;202;90;31;Province1103;x
1104;149;248;80;Province1104;x
1105;140;59;46;Province1105;x
1106;93;18;41;Province1106;x
1107;69;87;91;Province1107;x
1108;158;68;25;Province1108;x
1109;239;151;33;Province1109;x
1110;116;134;77;Province1110;x
1111;110;133;85;Province1111;x
1112;209;66;94;Province1112;x
1113;118;133;12;Province1113;x
1114;162;223;97;Province1114;x
1115;248;247;83;Province1115;x
1116;254;45;0;Province1116;x
1117;188;220;124;Province1117;x
1118;124;60;28;Province1118;x
1119;184;191;91;Province1119;x
1120;251;115;17;Province1120;x
1121;82;69;14;Province1121;x
1122;137;166;86;Province1122;x
1123;133;35;25;Province1123;x
1124;116;235;81;Province1124;x
1125;244;193;37;Province1125;x
1126;199;139;109;Province1126;x
1127;207;131;93;Province1127;x
1128;70;10;68;Province1128;x
1129;249;46;71;Province1129;x
1130;222;33;123;Province1130;x
1131;191;89;77;Province1131;x
1132;175;77;21;Province1132;x
1133;161;9;114;Province1133;x
1134;214;149;103;Province1134;x
1135;146;57;28;Province1135;x
1136;80;211;81;Province1136;x
1137;161;27;58;Province1137;x
1138;76;151;19;Province1138;x
1139;138;241;91;Province1139;x
1140;221;253;99;Province1140;x
1141;104;72;23;Province1141;x
1142;205;103;43;Province1142;x
1143;67;135;96;Province1143;x
1144;162;119;55;Province1144;x
1145;71;73;51;Province1145;x
1146;78;240;2;Province1146;x
1147;141;12;103;Province1147;x
1148;155;188;19;Province1148;x
1149;133;229;124;Province1149;x
1150;231;224;14;Province1150;x
1151;99;74;35;Province1151;x
1152;155;27;36;Province1152;x
1153;197;247;108;Province1153;x
1154;82;140;97;Province1154;x
1155;218;159;103;Province1155;x
1156;216;201;120;Province1156;x
1157;141;124;75;Province1157;x
1158;178;173;12;Province1158;x
1159;218;144;84;Province1159;x
1160;77;84;63;Province1160;x
1161;181;237;71;Province1161;x
1162;86;144;30;Province1162;x
1163;102;30;106;Province1163;x
1164;170;168;92;Province1164;x
1165;149;48;91;Province1165;x
1166;122;27;123;Province1166;x
1167;202;95;102;Province1167;x
1168;165;169;61;Province1168;x
1169;193;153;88;Province1169;x
1170;227;127;60;Province1170;x
1171;169;131;41;Province1171;x
1172;225;192;14;Province1172;x
1173;108;215;5;Province1173;x
1174;223;190;20;Province1174;x
1175;198;10;57;Province1175;x
1176;68;56;86;Province1176;x
1177;189;206;87;Province1177;x
1178;213;78;110;Province1178;x
1179;216;205;39;Province1179;x
1180;174;126;121;Province1180;x
1181;146;27;85;Province1181;x
1182;84;71;9;Province1182;x
1183;243;99;71;Province1183;x
1184;241;80;122;Province1184;x
1185;202;80;5;Province1185;x
1186;115;69;85;Province1186;x
1187;248;59;66;Province1187;x
1188;212;243;111;Province1188;x
1189;141;205;75;Province1189;x
1190;108;230;26;Province1190;x
1191;231;35;121;Province1191;x
1192;185;35;22;Province1192;x
1193;173;173;52;Province1193;x
1194;228;101;62;Province1194;x
1195;148;198;51;Province1195;x
1196;218;36;35;Province1196;x
1197;226;58;114;Province1197;x
1198;83;33;21;Province1198;x
1199;119;55;64;Province1199;x
1200;128;198;112;Province1200;x
1201;199;43;107;Province1201;x
1202;96;40;7;Province1202;x
1203;184;191;40;Province1203;x
1204;74;105;123;Province1204;x
1205;235;34;56;Province1205;x
1206;115;4;95;Province1206;x
1207;214;215;18;Province1207;x
1208;122;52;83;Province1208;x
1209;180;169;116;Province1209;x
1210;82;187;70;Province1210;x
1211;96;114;37;Province1211;x
1212;216;186;94;Province1212;x
1213;182;161;13;Province1213;x
1214;199;10;83;Province1214;x
1215;97;165;58;Province1215;x
1216;173;6;57;Province1216;x
1217;227;208;25;Province1217;x
1218;107;39;16;Province1218;x
1219;143;75;41;Province1219;x
1220;104;171;85;Province1220;x
1221;76;62;121;Province1221;x
1222;183;34;64;Province1222;x
1223;157;36;71;Province1223;x
1224;81;15;96;Province1224;x
1225;138;241;34;Province1225;x
1226;174;243;49;Province1226;x
1227;241;216;6;Province1227;x
1228;216;105;124;Province1228;x
1229;95;205;112;Province1229;x
1230;168;178;14;Province1230;x
1231;156;69;82;Province1231;x
1232;209;26;91;Province1232;x
1233;159;103;21;Province1233;x
1234;96;63;9;Province1234;x
1235;80;153;8;Province1235;x
1236;183;41;84;Province1236;x
1237;97;6;70;Province1237;x
1238;115;136;48;Province1238;x
1239;242;244;40;Province1239;x
1240;236;106;52;Province1240;x
1241;109;87;10;Province1241;x
1242;72;90;24;Province1242;x
1243;88;143;72;Province1243;x
1244;113;173;42;Province1244;x
1245;181;203;87;Province1245;x
1246;140;249;15;Province1246;x
1247;72;198;73;Province1247;x
1248;66;203;107;Province1248;x
1249;124;48;77;Province1249;x
1250;187;89;35;Province1250;x
1251;98;232;112;Province1251;x
1252;97;226;106;Province1252;x
1253;192;176;11;Province1253;x
1254;184;202;79;Province1254;x
1255;222;59;27;Province1255;x
1256;64;68;64;Province1256;x
1257;199;65;114;Province1257;x
1258;202;49;69;Province1258;x
1259;89;67;121;Province1259;x
1260;71;189;89;Province1260;x
1261;184;31;115;Province1261;x
1262;242;131;2;Province1262;x
1263;114;59;96;Province1263;x
1264;86;191;58;Province1264;x
1265;162;57;69;Province1265;x
1266;115;78;22;Province1266;x
1267;149;95;22;Province1267;x
1268;118;212;64;Province1268;x
1269;231;35;4;Province1269;x
1270;122;77;65;Province1270;x
1271;161;190;56;Province1271;x
1272;117;66;40;Province1272;x
1273;217;129;119;Province1273;x
1274;254;198;117;Province1274;x
1275;87;68;106;Province1275;x
1276;189;102;70;Province1276;x
1277;123;233;80;Province1277;x
1278;215;139;8;Province1278;x
1279;181;198;96;Province1279;x
1280;195;121;78;Province1280;x
1281;156;175;74;Province1281;x
1282;143;127;105;Province1282;x
1283;167;45;29;Province1283;x
1284;223;182;81;Province1284;x
1285;161;68;22;Province1285;x
1286;229;190;35;Province1286;x
1287;135;19;55;Province1287;x
1288;195;187;43;Province1288;x
1289;149;137;69;Province1289;x
1290;179;246;91;Province1290;x
1291;232;175;23;Province1291;x
1292;104;3;84;Province1292;x
1293;198;217;73;Province1293;x
1294;151;111;48;Province1294;x
1295;136;69;20;Province1295;x
1296;138;200;98;Province1296;x
1297;154;89;110;Province1297;x
1298;88;142;95;Province1298;x
1299;117;17;50;Province1299;x
1300;152;122;57;Province1300;x
1301;172;217;21;Province1301;x
1302;97;25;75;Province1302;x
1303;127;77;26;Province1303;x
1304;167;230;103;Province1304;x
1305;199;131;122;Province1305;x
1306;205;119;32;Province1306;x
1307;254;163;16;Province1307;x
1308;152;235;126;Province1308;x
1309;139;79;85;Province1309;x
1310;153;116;46;Province1310;x
1311;100;97;101;Province1311;x
1312;177;30;48;Province1312;x
1313;195;170;0;Province1313;x
1314;216;168;64;Province1314;x
1315;94;164;110;Province1315;x
1316;203;28;124;Province1316;x
1317;67;103;62;Province1317;x
1318;228;133;24;Province1318;x
1319;215;216;115;Province1319;x
1320;254;184;88;Province1320;x
1321;96;198;118;Province1321;x
1322;175;129;40;Province1322;x
1323;252;5;23;Province1323;x
1324;150;253;41;Province1324;x
1325;204;79;99;Province1325;x
1326;147;67;122;Province1326;x
1327;226;155;111;Province1327;x
1328;82;74;61;Province1328;x
1329;131;253;82;Province1329;x
1330;243;240;66;Province1330;x
1331;147;249;99;Province1331;x
1332;195;52;11;Province1332;x
1333;234;132;42;Province1333;x
1334;112;209;20;Province1334;x
1335;194;18;115;Province1335;x
1336;123;224;45;Province1336;x
1337;81;49;62;Province1337;x
1338;218;90;87;Province1338;x
1339;213;90;67;Province1339;x
1340;135;158;1;Province1340;x
1341;85;167;12;Province1341;x
1342;131;155;35;Province1342;x
1343;239;192;56;Province1343;x
1344;120;37;120;Province1344;x
1345;125;112;1;Province1345;x
1346;210;126;91;Province1346;x
1347;149;15;126;Province1347;x
1348;119;213;54;Province1348;x
1349;94;61;114;Province1349;x
1350;155;199;38;Province1350;x
1351;70;251;125;Province1351;x
1352;134;127;79;Province1352;x
1353;209;227;82;Province1353;x
1354;159;43;20;Province1354;x
1355;100;49;85;Province1355;x
1356;247;211;62;Province1356;x
1357;236;228;93;Province1357;x
1358;212;198;14;Province1358;x
1359;183;85;90;Province1359;x
1360;142;161;90;Province1360;x
1361;171;212;120;Province1361;x
1362;231;116;40;Province1362;x
1363;164;138;8;Province1363;x
1364;107;56;102;Province1364;x
1365;68;242;77;Province1365;x
1366;72;17;22;Province1366;x
1367;171;186;20;Province1367;x
1368;242;242;83;Province1368;x
1369;171;216;31;Province1369;x
1370;70;183;73;Province1370;x
1371;203;153;20;Province1371;x
1372;73;219;121;Province1372;x
1373;136;124;117;Province1373;x
1374;116;60;108;Province1374;x
1375;169;108;86;Province1375;x
1376;94;195;76;Province1376;x
1377;100;87;10;Province1377;x
1378;190;180;60;Province1378;x
1379;89;82;4;Province1379;x
1380;178;165;69;Province1380;x
1381;66;54;89;Province1381;x
1382;172;5;29;Province1382;x
1383;214;49;67;Province1383;x
1384;94;87;15;Province1384;x
1385;122;227;89;Province1385;x
1386;137;109;51;Province1386;x
1387;131;50;90;Province1387;x
1388;220;210;89;Province1388;x
1389;140;189;48;Province1389;x
1390;200;2;32;Province1390;x
1391;172;119;85;Province1391;x
1392;159;7;34;Province1392;x
1393;147;50;58;Province1393;x
1394;237;172;14;Province1394;x
1395;185;109;42;Province1395;x
1396;254;49;29;Province1396;x
1397;146;43;96;Province1397;x
1398;250;251;75;Province1398;x
1399;104;83;103;Province1399;x
1400;234;49;20;Province1400;x
1401;107;139;123;Province1401;x
1402;136;76;30;Province1402;x
1403;185;66;46;Province1403;x
1404;70;224;91;Province1404;x
1405;71;5;50;Province1405;x
1406;225;72;73;Province1406;x
1407;176;122;21;Province1407;x
1408;221;165;78;Province1408;x
1409;80;17;32;Province1409;x
1410;76;181;71;Province1410;x
1411;97;183;58;Province1411;x
1412;144;189;57;Province1412;x
1413;191;235;81;Province1413;x
1414;229;141;124;Province1414;x
1415;71;175;117;Province1415;x
1416;94;186;93;Province1416;x
1417;113;69;42;Province1417;x
1418;138;35;109;Province1418;x
1419;220;99;7;Province1419;x
1420;78;112;112;Province1420;x
1421;233;169;123;Province1421;x
1422;206;190;82;Province1422;x
1423;182;68;66;Province1423;x
1424;95;81;44;Province1424;x
1425;241;138;121;Province1425;x
1426;209;150;47;Province1426;x
1427;126;229;115;Province1427;x
1428;190;199;117;Province1428;x
1429;226;102;42;Province1429;x
1430;137;88;25;Province1430;x
1431;231;161;18;Province1431;x
1432;156;95;93;Province1432;x
1433;253;155;54;Province1433;x
1434;250;171;38;Province1434;x
1435;126;70;24;Province1435;x
1436;249;237;56;Province1436;x
1437;149;52;92;Province1437;x
1438;165;25;31;Province1438;x
1439;169;0;1;Province1439;x
1440;246;209;8;Province1440;x
1441;183;64;85;Province1441;x
1442;241;149;123;Province1442;x
1443;216;95;96;Province1443;x
1444;150;120;80;Province1444;x
1445;127;66;24;Province1445;x
1446;96;180;111;Province1446;x
1447;68;182;55;Province1447;x
1448;139;219;53;Province1448;x
1449;226;164;12;Province1449;x
1450;248;254;51;Province1450;x
1451;86;252;92;Province1451;x
1452;82;141;20;Province1452;x
1453;87;80;115;Province1453;x
1454;237;88;53;Province1454;x
1455;117;206;91;Province1455;x
1456;195;6;52;Province1456;x
1457;176;34;111;Province1457;x
1458;99;166;68;Province1458;x
1459;227;99;68;Province1459;x
1460;80;129;41;Province1460;x
1461;169;71;15;Province1461;x
1462;231;230;87;Province1462;x
1463;215;202;37;Province1463;x
1464;205;139;86;Province1464;x
1465;72;105;69;Province1465;x
1466;151;219;45;Province1466;x
1467;161;90;14;Province1467;x
1468;75;164;72;Province1468;x
1469;118;4;8;Province1469;x
1470;67;74;17;Province1470;x
1471;175;193;99;Province1471;x
1472;106;219;105;Province1472;x
1473;127;76;36;Province1473;x
1474;239;58;75;Province1474;x
1475;234;254;95;Province1475;x
1476;229;69;3;Province1476;x
1477;200;190;16;Province1477;x
1478;206;74;103;Province1478;x
1479;125;74;95;Province1479;x
1480;101;90;78;Province1480;x
1481;197;163;23;Province1481;x
1482;124;81;99;Province1482;x
1483;231;228;109;Province1483;x
1484;85;250;7;Province1484;x
1485;247;160;113;Province1485;x
1486;98;187;108;Province1486;x
1487;118;203;61;Province1487;x
1488;245;161;44;Province1488;x
1489;212;9;27;Province1489;x
1490;152;21;113;Province1490;x
1491;188;92;93;Province1491;x
1492;244;198;118;Province1492;x
1493;223;94;104;Province1493;x
1494;214;244;125;Province1494;x
1495;154;50;119;Province1495;x
1496;180;229;117;Province1496;x
1497;196;97;115;Province1497;x
1498;165;54;99;Province1498;x
1499;212;215;121;Province1499;x
1500;213;178;4;Province1500;x
1501;177;1;92;Province1501;x
1502;219;234;50;Province1502;x
1503;110;38;90;Province1503;x
1504;169;76;117;Province1504;x
1505;66;117;119;Province1505;x
1506;82;208;11;Province1506;x
1507;180;213;12;Province1507;x
1508;73;222;39;Province1508;x
1509;183;43;37;Province1509;x
1510;249;82;85;Province1510;x
1511;111;54;98;Province1511;x
1512;158;63;78;Province1512;x
1513;211;12;126;Province1513;x
1514;82;5;67;Province1514;x
1515;250;180;102;Province1515;x
1516;76;55;106;Province1516;x
1517;151;122;29;Province1517;x
1518;118;175;108;Province1518;x
1519;171;159;25;Province1519;x
1520;211;32;114;Province1520;x
1521;84;71;87;Province1521;x
1522;90;108;72;Province1522;x
1523;72;103;62;Province1523;x
1524;178;64;96;Province1524;x
1525;206;226;119;Province1525;x
1526;66;56;109;Province1526;x
1527;105;156;28;Province1527;x
1528;135;221;65;Province1528;x
1529;127;70;56;Province1529;x
1530;213;134;108;Province1530;x
1531;236;232;18;Province1531;x
1532;221;174;104;Province1532;x
1533;81;25;86;Province1533;x
1534;74;220;84;Province1534;x
1535;183;100;28;Province1535;x
1536;178;72;124;Province1536;x
1537;120;46;72;Province1537;x
1538;211;121;16;Province1538;x
1539;105;230;8;Province1539;x
1540;188;189;61;Province1540;x
1541;229;106;83;Province1541;x
1542;112;247;4;Province1542;x
1543;162;76;86;Province1543;x
1544;129;55;17;Province1544;x
1545;155;55;122;Province1545;x
1546;130;220;35;Province1546;x
1547;251;1;55;Province1547;x
1548;198;121;18;Province1548;x
1549;137;155;60;Province1549;x
1550;177;93;97;Province1550;x
1551;144;176;3;Province1551;x
1552;171;205;38;Province1552;x
1553;101;90;13;Province1553;x
1554;73;93;107;Province1554;x
1555;113;147;17;Province1555;x
1556;118;99;126;Province1556;x
1557;85;176;123;Province1557;x
1558;227;139;119;Province1558;x
1559;128;125;40;Province1559;x
1560;208;174;45;Province1560;x
1561;204;101;19;Province1561;x
1562;140;239;22;Province1562;x
1563;121;59;89;Province1563;x
1564;206;168;33;Province1564;x
1565;189;130;125;Province1565;x
1566;185;245;85;Province1566;x
1567;155;130;7;Province1567;x
1568;160;167;95;Province1568;x
1569;182;52;97;Province1569;x
1570;99;115;74;Province1570;x
1571;223;201;87;Province1571;x
1572;129;158;73;Province1572;x
1573;103;199;20;Province1573;x
1574;79;233;32;Province1574;x
1575;208;13;24;Province1575;x
1576;87;175;79;Province1576;x
1577;190;242;24;Province1577;x
1578;216;228;97;Province1578;x
1579;231;234;108;Province1579;x
1580;228;207;32;Province1580;x
1581;133;21;49;Province1581;x
1582;66;246;95;Province1582;x
1583;96;76;26;Province1583;x
1584;179;225;125;Province1584;x
1585;173;196;94;Province1585;x
1586;182;2;64;Province1586;x
1587;156;70;124;Province1587;x
1588;210;130;101;Province1588;x
1589;99;245;88;Province1589;x
1590;209;227;125;Province1590;x
1591;204;0;0;Province1591;x
1592;192;210;45;Province1592;x
1593;97;222;14;Province1593;x
1594;123;50;36;Province1594;x
1595;105;108;27;Province1595;x
1596;171;196;21;Province1596;x
1597;181;155;121;Province1597;x
1598;175;73;43;Province1598;x
1599;212;95;87;Province1599;x
1600;203;174;54;Province1600;x
1601;77;19;19;Province1601;x
1602;175;177;65;Province1602;x
1603;215;78;33;Province1603;x
1604;145;126;51;Province1604;x
1605;71;37;21;Province1605;x
1606;122;177;52;Province1606;x
1607;206;103;23;Province1607;x
1608;162;24;119;Province1608;x
1609;190;120;90;Province1609;x
1610;178;198;99;Province1610;x
1611;93;50;31;Province1611;x
1612;119;90;49;Province1612;x
1613;110;86;25;Province1613;x
1614;70;208;119;Province1614;x
1615;249;222;104;Province1615;x
1616;69;153;59;Province1616;x
1617;83;5;96;Province1617;x
1618;73;188;44;Province1618;x
1619;169;180;49;Province1619;x
1620;69;115;51;Province1620;x
1621;103;228;2;Province1621;x
1622;89;201;3;Province1622;x
1623;237;178;35;Province1623;x
1624;153;138;7;Province1624;x
1625;204;73;120;Province1625;x
1626;106;187;60;Province1626;x
1627;96;105;120;Province1627;x
1628;188;200;87;Province1628;x
1629;184;120;11;Province1629;x
1630;66;172;83;Province1630;x
1631;209;101;17;Province1631;x
1632;96;187;122;Province1632;x
1633;245;168;53;Province1633;x
1634;182;198;19;Province1634;x
1635;165;41;6;Province1635;x
1636;177;244;25;Province1636;x
1637;104;1;63;Province1637;x
1638;130;147;5;Province1638;x
1639;177;189;27;Province1639;x
1640;234;79;113;Province1640;x
1641;190;179;73;Province1641;x
1642;251;103;65;Province1642;x
1643;188;46;43;Province1643;x
1644;171;163;30;Province1644;x
1645;247;22;116;Province1645;x
1646;186;14;36;Province1646;x
1647;111;246;46;Province1647;x
1648;222;140;55;Province1648;x
1649;224;139;123;Province1649;x
1650;217;208;123;Province1650;x
1651;185;127;81;Province1651;x
1652;156;182;90;Province1652;x
1653;66;95;67;Province1653;x
1654;156;199;53;Province1654;x
1655;205;10;41;Province1655;x
1656;115;147;92;Province1656;x
1657;189;105;91;Province1657;x
1658;178;143;83;Province1658;x
1659;119;76;3;Province1659;x
1660;164;37;21;Province1660;x
1661;245;84;63;Province1661;x
1662;213;135;91;Province1662;x
1663;236;226;120;Province1663;x
1664;206;73;46;Province1664;x
1665;125;178;116;Province1665;x
1666;171;253;2;Province1666;x
1667;232;67;125;Province1667;x
1668;116;254;105;Province1668;x
1669;133;210;80;Province1669;x
1670;211;8;3;Province1670;x
1671;150;154;93;Province1671;x
1672;74;213;33;Province1672;x
1673;185;61;2;Province1673;x
1674;138;35;52;Province1674;x
1675;79;0;70;Province1675;x
1676;153;38;42;Province1676;x
1677;118;69;33;Province1677;x
1678;195;69;29;Province1678;x
1679;221;254;83;Province1679;x
1680;193;137;116;Province1680;x
1681;212;163;40;Province1681;x
1682;144;167;14;Province1682;x
1683;218;19;79;Province1683;x
1684;246;152;106;Province1684;x
1685;207;109;71;Province1685;x
1686;142;38;51;Province1686;x
1687;127;1;71;Province1687;x
1688;98;24;27;Province1688;x
1689;239;205;90;Province1689;x
1690;118;9;23;Province1690;x
1691;153;74;111;Province1691;x
1692;194;105;95;Province1692;x
1693;149;7;96;Province1693;x
1694;130;193;7;Province1694;x
1695;172;220;92;Province1695;x
1696;233;104;103;Province1696;x
1697;190;14;69;Province1697;x
1698;217;67;113;Province1698;x
1699;207;65;115;Province1699;x
1700;252;197;29;Province1700;x
1701;149;201;3;Province1701;x
1702;149;149;74;Province1702;x
1703;82;15;47;Province1703;x
1704;218;111;94;Province1704;x
1705;135;130;35;Province1705;x
1706;215;127;112;Province1706;x
1707;84;72;72;Province1707;x
1708;138;154;22;Province1708;x
1709;120;150;123;Province1709;x
1710;93;96;109;Province1710;x
1711;233;96;11;Province1711;x
1712;169;216;87;Province1712;x
1713;243;135;17;Province1713;x
1714;252;156;20;Province1714;x
1715;152;69;80;Province1715;x
1716;204;183;55;Province1716;x
1717;73;198;1;Province1717;x
1718;179;149;70;Province1718;x
1719;239;175;73;Province1719;x
1720;222;113;17;Province1720;x
1721;159;111;5;Province1721;x
1722;127;138;64;Province1722;x
1723;215;19;26;Province1723;x
1724;135;147;44;Province1724;x
1725;64;225;9;Province1725;x
1726;135;126;72;Province1726;x
1727;72;57;22;Province1727;x
1728;192;148;55;Province1728;x
1729;100;227;66;Province1729;x
1730;107;218;10;Province1730;x
1731;192;113;75;Province1731;x
1732;197;254;121;Province1732;x
1733;95;72;41;Province1733;x
1734;198;139;101;Province1734;x
1735;66;113;0;Province1735;x
1736;170;12;33;Province1736;x
1737;246;129;41;Province1737;x
1738;171;245;23;Province1738;x
1739;243;172;57;Province1739;x
1740;108;101;50;Province1740;x
1741;219;136;5;Province1741;x
1742;227;114;125;Province1742;x
1743;85;211;95;Province1743;x
1744;247;47;24;Province1744;x
1745;239;167;123;Province1745;x
1746;175;218;61;Province1746;x
1747;247;110;67;Province1747;x
1748;87;132;51;Province1748;x
1749;177;102;84;Province1749;x
1750;83;8;54;Province1750;x
1751;70;43;49;Province1751;x
1752;90;47;44;Province1752;x
1753;253;144;68;Province1753;x
1754;64;99;24;Province1754;x
1755;116;114;37;Province1755;x
1756;198;155;113;Province1756;x
1757;76;222;82;Province1757;x
1758;170;2;104;Province1758;x
1759;210;38;47;Province1759;x
1760;91;201;34;Province1760;x
1761;167;20;33;Province1761;x
1762;220;90;121;Province1762;x
1763;170;7;13;Province1763;x
1764;150;131;125;Province1764;x
1765;182;155;108;Province1765;x
1766;194;8;55;Province1766;x
1767;190;88;17;Province1767;x
1768;109;233;65;Province1768;x
1769;141;198;108;Province1769;x
1770;195;243;60;Province1770;x
1771;87;153;4;Province1771;x
1772;181;68;11;Province1772;x
1773;87;167;39;Province1773;x
1774;133;194;67;Province1774;x
1775;74;234;108;Province1775;x
1776;134;229;83;Province1776;x
1777;177;68;81;Province1777;x
1778;72;113;16;Province1778;x
1779;161;182;28;Province1779;x
1780;89;252;103;Province1780;x
1781;230;102;96;Province1781;x
1782;221;215;67;Province1782;x
1783;249;152;113;Province1783;x
1784;133;89;78;Province1784;x
1785;133;218;104;Province1785;x
1786;84;245;11;Province1786;x
1787;216;53;56;Province1787;x
1788;237;61;100;Province1788;x
1789;163;3;44;Province1789;x
1790;192;237;66;Province1790;x
1791;213;199;41;Province1791;x
1792;236;217;72;Province1792;x
1793;179;235;68;Province1793;x
1794;158;224;89;Province1794;x
1795;199;133;46;Province1795;x
1796;111;51;94;Province1796;x
1797;103;236;32;Province1797;x
1798;253;55;4;Province1798;x
1799;74;211;60;Province1799;x
1800;156;252;106;Province1800;x
1801;194;174;66;Province1801;x
1802;97;45;21;Province1802;x
1803;191;69;72;Province1803;x
1804;116;56;51;Province1804;x
1805;252;26;18;Province1805;x
1806;110;36;21;Province1806;x
1807;203;215;47;Province1807;x
1808;247;105;63;Province1808;x
1809;93;48;65;Province1809;x
